timestep,episode_reward
565272,429.305457
565448,430.836398
565960,419.604853
566808,424.819764
566984,426.879043
569696,427.430114
570328,412.157318
570792,425.41196
570888,419.215925
571448,432.326876
571608,420.154127
572520,421.922739
573080,427.910769
575160,421.153767
576344,431.380589
576488,425.94711
576736,431.791032
577296,425.266466
577560,425.860579
578840,431.296474
578904,436.618224
581304,429.915399
581760,410.773691
582280,427.749079
582512,437.773035
582704,413.166207
583688,435.5725
584384,424.206427
584944,422.470087
587200,426.308739
587688,430.252526
588152,428.333307
588584,437.070157
588832,428.661963
589304,429.583058
590112,428.870425
590512,423.982703
592928,430.150641
593616,426.493713
593928,434.346655
593936,419.747654
594920,431.338387
595296,436.272908
595816,424.23828
596472,429.644139
598648,423.371029
599240,420.03682
599392,419.185275
599528,422.946789
600496,422.634171
600528,421.720179
601312,419.289201
602296,428.449861
604720,426.552195
604864,421.587355
605144,424.275658
605272,434.502823
606232,425.650685
606360,425.165753
607304,440.592962
608168,427.441646
610416,429.74306
610656,432.173733
611296,429.400825
611344,438.37214
612008,431.08764
612056,425.970274
613216,427.246525
613776,423.232716
615880,419.66997
616376,434.667234
617200,434.194035
617296,433.233519
617720,426.112557
617792,420.742371
618520,422.228044
619328,418.651812
621856,435.77568
621976,427.259085
622936,428.793803
623184,433.015272
623776,431.141937
624096,439.946586
624264,426.843223
625216,425.896761
627480,422.977862
628072,434.479792
628640,426.053074
629160,433.802416
629536,426.906356
630064,426.660861
630320,432.164965
630752,425.863141
633592,432.347235
633832,426.531372
634424,423.908888
634792,427.860725
635072,424.40654
636184,433.755582
636496,432.323019
636704,430.832087
639224,422.217012
639776,435.625003
640760,441.183585
640832,423.223187
640872,431.556937
641760,428.230454
642376,433.425732
642720,428.716437
645208,428.530155
645960,439.947535
646288,424.757344
646592,422.204086
646992,436.258926
647608,426.375058
648048,427.41223
648368,426.627459
651112,433.617579
651528,426.617925
652016,431.089279
652392,418.99421
652520,433.301337
653064,428.057507
653936,436.213611
653944,421.202386
656952,430.305022
657208,414.533082
658344,433.424718
658424,438.800594
658584,444.10749
658816,429.107277
659720,426.034561
660032,429.793337
662728,431.967222
663056,421.974304
663984,424.681549
664128,429.821268
664136,429.868029
664632,426.882351
